"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","all.dvs.t2","all.dvs.t3","all.dvs.t4","trans.tolerance.dv.t0","trans.tolerance.dv.t1","trans.tolerance.dv.t2","trans.tolerance.dv.t3","trans.tolerance.dv.t4","miami_trans_law_t0_avg","miami_trans_law_t1_avg","miami_trans_law_t2_avg","miami_trans_law_t3_avg","miami_trans_law_t4_avg","gender_nonconformity_t0","gender_nonconformity_t1","gender_nonconformity_t2","gender_nonconformity_t3","gender_nonconformity_t4","treatment.delivered","t1.resid","transformed.outcome"
"66666",453,58,"N","Caucasian",1,0,1,0,1,1,1,0,0,0,0,-1,-1,-2,0,-2,0,0,-1,59,43,44,50,84,1,0,1,1,0,1,-0.445419549942017,"",0,1,66,50,50,-2,-2,0,-2,0,1,1,0,1,50,53,47,40,75,-1,-2,-2,0,0,1,0,0,-2,1,0,2,70,50,40,50,81,-1,-1,-2,0,0,0,1,1,-1,"Yes, I could see and hear the ad",0,1,0.495680123567581,0,1,65,50,50,-1,-1,-2,0,0,0,1,1,-2,1,1,3,1,"Trans-Equality",1,0,-0.763603746891022,1,"",5,5,NA,5,"Yes",1,17,"june20_11831","june20_275",-0.359344929456711,1,-0.481231939477638,-0.411174074578824,-0.208999249073476,-0.326746410195472,-0.664361874620708,-0.325151924813383,-0.484180698856081,-0.162158773453827,-0.312006492602986,0,0.5,0.5,1,0.5,-0.907034542535251,-1.30883732249572,-0.234692449523306,0.0135460462917773,0.133248954333458,TRUE,0.0699333707650935,0.139866741530187
"66668",48190,31,"D","African American",1,1,0,0,0,1,0,1,0,1,2,0,1,1,2,2,1,-1,2,100,65,52,66,91,0,1,1,0,0,-2,0.723774075508118,"",-3,-2,96,78,50,1,0,1,0,-2,0,1,3,-2,100,50,96,86,100,1,2,1,1,-2,0,0,-2,1,1,1,-2,50,77,97,75,87,0,-1,2,2,2,1,1,1,1,"No video appeared for me",0,1,-0.0991340950131416,-3,3,50,100,50,2,2,2,2,2,0,-2,2,-2,1,1,1,1,"Trans-Equality",1,0,-0.0263628177344799,1,"",10,10,10,7,"No",0,31,"june20_11833","june20_185",0.723774075508118,0,-1.01372003167456,-0.0678614329855735,0.810320107108856,0.317199232892514,1.21863704070995,-0.100792801953718,0.0341405441948735,1.49839234998116,0.575796061663482,1.5,-2.5,0.5,-0.5,0,1.50846510349656,1.0006274528355,1.87215682408805,0.942036646623694,2.71756630892552,TRUE,-0.79822445684445,-1.5964489136889
"66670",3113,65,"D","African American",0,1,0,0,0,0,1,1,0,1,0,1,-1,-1,-1,-1,0,1,-1,100,77,66,82,100,1,4,1,1,0,3,-0.249523118138313,"",1,1,97,55,58,-1,-1,0,-1,0,-1,1,-1,1,100,50,50,86,99,-2,-2,-1,-2,-1,0,-1,-1,-1,1,0,0,100,18,54,50,100,-1,-1,-1,-1,-2,0,-1,-1,1,"Yes, I could see and hear the ad",0,1,-0.86470890045166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,"Trans-Equality",1,0,0.284503400325775,1,"",5,NA,6,27,"No",0,35,"june20_11853","june20_337",-0.310220301151276,0,-0.48929014718122,-0.793962681252519,-0.766080086984098,NA,-0.408480317649414,-0.496387619267807,-0.753849176357482,-0.541683601735175,NA,0.5,1,0,0,NA,-0.413220837014379,-0.374804201368527,-1.17246246956776,-0.295092318826046,NA,TRUE,0.061779976959243,0.123559953918486
"66673",42591,55,"D","Caucasian",1,0,1,0,1,1,1,1,0,2,1,1,-1,-2,1,0,0,0,2,100,78,68,80,93,2,0,1,1,1,3,0.509193003177643,"",3,3,100,77,81,-1,-1,-1,1,1,1,1,3,1,100,46,70,50,75,-2,-2,0,-1,1,1,1,2,0,1,2,2,100,38,64,63,50,-1,-1,0,-1,1,1,0,1,0,"Yes, I could see and hear the ad",1,1,-1.06191420555115,3,2,50,50,50,-1,-1,0,-1,1,1,1,1,0,1,1,3,1,"Trans-Equality",1,0,-0.686221420764923,1,"",10,10,10,12,"No",0,3,"june20_11864","june20_348",0.635246872901917,0,0.826423765375744,0.66567284973157,0.540980098202352,0.638528926115807,0.375440896092899,0.636908555659999,0.838645569133002,0.553214759257501,0.572825808074521,1.5,3,2,2,2.5,-0.907034542535251,-0.374804201368527,-0.856234467738273,-0.295092318826046,-0.206026197278334,TRUE,0.152775516426287,0.305551032852573
"66678",51426,48,"N","African American",1,1,0,0,1,1,0,0,0,0,-1,-1,1,0,-2,2,-2,-1,0,69,50,50,50,100,0,5,1,0,0,3,-0.146700754761696,"",1,2,50,50,50,-1,-1,-2,-2,0,2,1,0,1,74,50,55,93,96,-2,-1,-2,-2,-2,-2,0,-2,2,1,0,0,100,50,0,50,100,-1,-1,2,-2,-2,0,-1,-1,-2,"Yes, I could see and hear the ad",0,1,-1.69284605979919,0,-3,72,4,50,-2,-1,-2,-2,-2,-2,-2,-1,1,1,0,0,0,"Trans-Equality",1,0,-6.6307687118794e-10,1,"",4,6,10,13,"No",0,31,"june20_11888","june20_330",-1.09427976608276,1,-0.366627819870573,-1.08625587747428,-0.736157555207982,-2.05320562607035,-0.607077627311662,-0.470287006490994,-0.870650676452023,-0.884534720224014,-1.55379002180745,-0.5,1.5,0.5,0,-1.5,1.01465139797569,-0.374804201368527,-0.877464159815032,-0.603730683943869,-0.864236744997742,TRUE,0.215707981396242,0.431415962792485
"66679",4929,81,"D","African American",1,1,0,0,1,1,1,1,0,3,2,1,-2,-2,-2,-2,-2,2,-3,100,0,0,0,80,0,5,1,0,0,3,-1.46521818637848,"",3,3,50,50,20,-2,-1,0,-2,-1,-1,1,2,1,100,0,65,50,100,-2,-2,-2,-2,1,-1,-1,0,-1,1,1,2,50,1,51,60,78,-2,-2,-1,-2,0,-1,-1,0,-1,"Yes, I could see and hear the ad",1,1,-0.044208038598299,3,2,90,85,50,-1,-1,-1,-2,1,1,1,1,0,1,0,1,0,"Trans-Equality",1,0,-0.852451920509338,1,"",8,8,8,10,"Yes",0,1,"june20_11948","june20_278",-0.245085120201111,0,-0.380037138102147,-0.386692207238246,-0.349346627462933,0.723947051368525,-2.20418503402838,-0.989625682469023,-0.55446562559225,-0.557534798940507,0.65226729233251,2.5,3,1.5,1.5,2.5,-1.37406380726985,-0.816202734445365,-1.17246246956776,-1.22389686690383,-0.545301348890126,TRUE,0.806715348757027,1.61343069751405
"66682",39417,19,"N","Hispanic",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,0,0,1,0,0,0,-0.304703414440155,"",3,3,50,50,50,-2,-2,1,-2,-2,-1,1,1,1,50,50,50,50,50,0,-1,-1,-1,2,0,-1,2,-1,1,0,0,50,47,50,79,50,-1,2,0,-2,-2,1,-1,0,-1,"I could hear the ad, but the video did not work",1,1,-0.777778029441833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Recycling",1,0,1.65587842464447,0,"In Favor",NA,NA,NA,0,"No",1,44,"june20_11994","june20_267",-0.648249089717865,1,-0.403844925854803,-0.160417455934917,-0.520654447520753,NA,-0.0845401336505679,-1.02884471516223,0.0697853853928588,-0.404255531834461,NA,0,3,1,0,NA,0.547622133241092,-1.30883732249572,0.0493918747854168,0.323126254647202,NA,FALSE,-0.84247275921633,1.68494551843266
"66690",16873,85,"R","Caucasian",1,0,1,0,1,1,1,0,1,1,0,-1,-1,-1,-1,-1,0,1,-3,4,62,4,5,69,0,1,1,1,0,-3,-1.02776908874512,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,10,91,50,90,100,-2,-1,-1,-2,0,1,-2,-1,-2,1,0,1,3,72,42,69,50,-1,-1,-1,-1,-2,1,-1,0,1,"I could only see the ad, but the sound did not work",-1,1,0.799450874328613,0,0,9,8,50,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,2,0,"Recycling",1,0,0.829894483089447,0,"",NA,NA,NA,NA,"",NA,NA,"june20_12167","june20_37",-1.02776908874512,0,NA,-0.21245912150067,-0.603678190707235,-1.00051749938746,-1.12223724754782,NA,-0.764765478024151,-0.330820534104979,-1.04332048005794,0.5,NA,2,0.5,0,-0.413220837014379,NA,-0.877464159815032,-0.295092318826046,-0.206026197278334,FALSE,NA,NA
"66696",44215,43,"R","Hispanic",1,0,0,1,1,1,1,0,1,0,-2,1,-2,-2,1,-2,-2,0,0,50,50,50,50,100,-1,4,1,1,1,-2,-0.8327357172966,"",1,1,50,50,5,-2,1,0,0,-2,-2,1,1,0,27,50,61,100,100,-2,-2,0,0,0,0,0,-1,0,1,-1,-1,18,32,50,50,50,-2,-2,0,0,0,-1,0,-2,-1,"Yes, I could see and hear the ad",-1,1,0.566012263298035,-1,1,50,50,29,-2,-2,-2,-1,-1,0,-1,-1,1,1,0,3,0,"Trans-Equality",1,0,1.05231785774231,1,"",10,5,10,16,"No",0,8,"june20_12270","june20_50",-0.8327357172966,0,-0.858690342261281,-0.1723701128204,-0.575281312531804,-0.866582763304852,-0.870290778984972,-0.982945868491884,-0.0866788633403902,-0.543544876586131,-0.635877966389354,-1,1,0.5,-1,0,-1.37406380726985,0.169066441655336,-0.540006465908787,-0.606620136668184,-0.841281881067828,TRUE,-0.398926897492888,-0.797853794985777
"66698",56930,57,"D","African American",1,1,0,0,1,1,1,1,0,1,0,1,-2,-2,-1,-2,0,2,-3,100,0,0,0,100,-2,4,1,1,0,3,-1.50085580348969,"",-1,2,100,1,30,-2,-2,-2,-1,0,-2,1,-2,-1,100,40,3,50,50,-2,-2,-1,-1,-2,0,-2,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,-0.552364230155945,0,"Undecided",NA,NA,NA,0,"No",1,5,"june20_12282","june20_14",-1.50085580348969,0,-1.44742794407022,-1.74122753013035,NA,NA,-1.42366032657963,-1.57911924985467,-1.22218932206807,NA,NA,0.5,0.5,-1.5,NA,NA,-1.37406380726985,-1.30883732249572,-0.856234467738273,NA,NA,FALSE,-0.203235709446602,0.406471418893204
"66699",66460,57,"R","Caucasian",1,0,1,0,1,1,1,0,1,3,3,-2,1,0,1,2,2,-2,1,4,50,50,50,50,-1,3,1,1,0,-2,0.579431653022766,"",3,3,9,84,50,0,1,1,1,2,2,1,3,2,10,90,80,80,90,1,-1,0,1,1,2,1,1,0,1,3,3,50,84,83,97,100,1,-1,1,-1,2,2,1,1,1,"Yes, I could see and hear the ad",2,1,-1.81633281707764,3,2,10,50,50,1,-1,0,1,2,2,1,1,1,1,0,1,0,"Trans-Equality",1,0,-0.190540015697479,1,"",9,10,10,0,"No",1,5,"june20_12387","june20_176",0.579431653022766,0,1.49341469268764,0.998794639100134,1.42933487435217,0.930401889353738,1.20673306348783,1.51074198038718,0.922356368863425,1.41253355861068,1.01819538020861,3,3,2.5,3,2.5,1.01465139797569,1.05186350780901,0.987161894829869,0.327335421366495,1.11039489816048,TRUE,0.642803183854497,1.28560636770899
"66716",58897,57,"R","Caucasian",1,0,1,0,1,1,1,0,1,2,2,0,1,0,1,0,1,0,0,0,50,50,0,50,-1,1,1,1,0,-2,-0.0878911465406418,"",2,2,0,50,40,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,20,50,50,50,0,1,1,0,1,0,1,1,1,"Yes, I could see and hear the ad",2,1,0.619612693786621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1,0,"Trans-Equality",1,0,1.54867768287659,1,"",10,10,10,7,"No",0,8,"june20_12676","june20_119",-0.0878911465406418,0,0.0375972197504609,NA,0.585912186971235,NA,0.432102858024804,-0.0961481004795024,NA,0.744760110272102,NA,2,2,NA,2,NA,1.01465139797569,1.0006274528355,NA,0.942664542115429,NA,TRUE,-0.520178679960213,-1.04035735992043
"66719",53197,58,"D","African American",0,1,0,0,1,1,1,1,0,-3,-3,2,-2,-2,-2,-2,-2,2,-3,100,2,2,50,100,3,5,1,1,1,3,-1.6779078245163,"",0,0,100,14,18,-2,-2,0,-2,2,-2,1,0,-3,100,83,0,0,100,0,0,0,0,-2,-2,-2,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,-1,-3,100,0,50,-2,-2,-2,-2,0,0,0,0,0,1,NA,NA,NA,"Trans-Equality",1,0,0.184246763586998,1,"",NA,NA,NA,0,"Yes",0,1,"june20_12712","june20_247",-1.71890234947205,0,-1.02492387486828,-1.92182403007974,NA,-1.29721783554359,-2.18116061693488,-0.874026392788482,-1.39834866067573,NA,-0.655337941618187,-3,0,-1.5,NA,-2,-1.37406380726985,-1.30883732249572,0.660618186367629,NA,-1.18055703267962,FALSE,1.1486135627286,2.29722712545721
"66722",52042,42,"D","African American",1,1,0,0,1,1,1,1,0,3,3,1,1,0,2,2,2,1,3,100,90,98,50,95,0,1,1,1,1,3,1.16681754589081,"",2,3,100,91,50,1,-1,1,1,2,1,1,3,3,76,15,78,60,80,1,-1,1,1,-1,1,1,1,-1,1,3,3,97,0,74,50,50,1,-1,1,1,1,1,1,1,1,"",0,1,0.594368696212769,3,3,50,85,14,1,1,1,1,1,1,1,0,1,1,0,2,1,"Trans-Equality",1,0,-0.247862279415131,1,"",10,10,10,15,"No",1,44,"june20_12732","june20_312",0.946973264217377,0,1.26781953953972,0.822354662386597,1.08772468548358,1.10524682750509,2.01208034963375,1.35389169213167,0.491984775187826,1.05819401757182,0.950916492979594,3,2.5,3,3,3,1.01465139797569,0.50799286478515,0.987161894829869,0.944612151602142,1.74303547352424,TRUE,-0.131210816695514,-0.262421633391028
"66729",14827,69,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,-2,1,1,2,2,1,-2,3,100,100,100,50,100,2,0,1,1,1,3,1.82526803016663,"",3,3,100,95,50,1,0,2,1,1,2,1,2,3,98,13,97,50,50,1,0,1,1,1,1,1,1,1,1,2,3,100,50,93,30,50,1,1,1,1,1,2,1,1,1,"Yes, I could see and hear the ad",2,1,0.131566345691681,3,3,97,92,80,1,1,1,1,1,2,2,1,1,1,0,2,1,"Recycling",1,0,-0.740223169326782,0,"Against",NA,NA,NA,0,"No",1,5,"june20_12926","june20_241",1.82526803016663,0,1.55146457057093,1.11534120710864,1.25697624595915,1.44289481822871,1.77122305095387,1.57244729617016,1.17877560817768,1.33782151552601,1.45068399254871,3,3,2.5,2.5,3,1.50846510349656,1.0006274528355,1.2821602045826,1.56251677732952,1.74303547352424,FALSE,-0.195049677812532,0.390099355625065
"66730",19713,49,"D","African American",1,1,0,0,1,1,0,1,0,-2,0,0,-2,-2,-2,-2,-2,2,-3,86,0,0,50,100,0,3,1,1,0,2,-1.81893026828766,"",-2,-2,74,0,50,-2,-2,0,-2,-2,-2,1,-2,-2,75,25,0,10,50,-2,-2,-2,-2,-1,-2,-2,-2,-2,1,-3,-3,50,30,0,50,90,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,-1.00149011611938,-3,-3,50,0,50,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,0,2,0,"Recycling",1,0,-6.6307687118794e-10,0,"Against",NA,NA,NA,5,"No",0,43,"june20_12978","june20_6",-1.81893026828766,0,-2.27302552056634,-2.19038454966844,-2.2897949688016,-1.9315274467781,-2.20418503402838,-1.89177160500332,-1.99335913185127,-2.05721009511729,-1.39974412158884,-1,-2,-2,-3,-3,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,FALSE,-0.179924792339485,0.359849584678971
"66731",58555,31,"D","African American",1,1,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2,99,50,50,50,50,-2,1,1,0,0,2,0.0201149601489305,"",2,2,65,84,50,0,-1,1,-1,0,0,1,2,2,81,50,50,50,66,-1,-1,-1,-1,1,0,-1,0,0,1,2,2,100,50,85,50,93,-1,-1,-1,-1,1,-1,-1,0,-1,"Yes, I could see and hear the ad",0,1,0.215730890631676,1,2,100,82,75,-2,-2,-2,-2,1,-1,-1,0,0,1,0,2,0,"Trans-Equality",1,0,-6.6307687118794e-10,1,"",6,6,9,15,"No",0,43,"june20_12995","june20_130",0.0201149601489305,0,0.270048452791461,-0.0733193693112203,0.116213728302822,-0.215428491736179,-0.0845401336505679,0.173865514391473,-0.198940596179467,-0.185326353615213,-0.28376885068896,2,2,2,2,1.5,0.547622133241092,0.0665943317083116,-0.255922141600065,-0.295092318826046,-1.18055703267962,TRUE,0.170461549670034,0.340923099340069
"66732",20620,50,"D","African American",1,1,0,0,1,1,1,1,0,3,3,2,-1,-2,-1,-2,1,2,-3,89,84,85,50,91,2,4,1,1,1,2,-0.14319184422493,"",3,3,100,50,50,-2,-2,-1,-1,-1,-2,1,3,3,79,50,4,88,91,-2,-2,-1,-2,-2,-2,-2,1,-1,1,2,2,50,32,45,50,84,-1,-1,-1,-1,1,-1,-1,1,-1,"I could only see the ad, but the sound did not work",-2,1,0.594368696212769,2,2,50,23,50,-1,-2,-1,-2,1,-2,-1,1,-1,1,0,2,0,"Recycling",1,0,-0.589337527751923,0,"Against",NA,NA,NA,1,"No",1,14,"june20_130","june20_109",-0.14319184422493,0,-0.521637758733914,-1.02846277065148,-0.150333296581481,-0.50304901614721,-0.181240884332643,-1.16876618479034,-1.38862759065496,-0.314942320761151,-0.675303551259587,3,3,3,2,2,-0.907034542535251,-1.30883732249572,-1.17246246956776,-0.295092318826046,-0.861621636572004,FALSE,-0.752943354532774,1.50588670906555
"66735",61240,36,"D","African American",1,1,0,0,1,1,1,1,0,2,2,0,-2,-2,0,-2,-2,2,-3,50,50,50,50,50,-1,4,1,1,1,3,-0.987729370594025,"",0,2,50,50,50,-2,-2,0,-2,0,-2,1,-2,0,100,51,50,36,100,-2,-2,-1,-2,-1,-1,-1,-1,-1,1,2,2,88,52,50,43,92,-2,-2,-2,-2,-1,-2,-2,0,-2,"Yes, I could see and hear the ad",-1,1,0.149625167250633,0,-1,50,63,10,-2,-2,-2,-2,0,-1,-1,-1,-1,1,0,1,0,"Trans-Equality",1,0,1.02930760383606,1,"",5,2,5,20,"No",1,44,"june20_13113","june20_40",-0.987729370594025,0,-0.844854247966464,-1.16996182902329,-0.818512682488568,-0.884617222337444,-1.12305205488697,-0.988376545761731,-0.909560707589806,-1.2951505246498,-0.83904022802754,2,1,-1,2,-0.5,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,TRUE,-0.0936745455958038,-0.187349091191608
"66741",53469,50,"D","Caucasian",0,0,1,0,1,1,1,1,0,2,2,1,1,-1,1,1,1,-2,3,93,100,50,92,82,1,0,1,1,1,2,1.07989227771759,"",2,2,50,55,83,1,-1,1,1,1,1,1,2,2,90,50,70,78,100,0,-1,2,1,1,1,1,1,1,1,1,2,99,75,60,50,100,0,-1,1,1,-2,1,1,0,1,"Yes, I could see and hear the ad",1,1,-0.0656389817595482,1,1,93,65,53,1,0,2,1,1,1,1,1,1,1,1,2,1,"Recycling",1,0,-0.185758695006371,0,"In Favor",NA,NA,NA,7,"Yes",0,50,"june20_13252","june20_206",1.07989227771759,0,0.7102683049623,0.968044679396561,0.276759352524379,0.720330186605372,0.687477102869628,0.801269814034694,1.15480137776008,0.395726178458914,1.11026113414142,2,2,2,1.5,1,0.520837692454819,0.50799286478515,0.681847878444388,0.633398281505871,1.42671518584236,FALSE,0.0404229093958417,-0.0808458187916833
"66743",54301,56,"D","Caucasian",1,0,1,0,1,1,1,1,0,2,2,0,0,-1,1,1,1,-1,2,57,62,50,50,100,1,1,1,1,0,1,0.568923473358154,"",3,3,75,84,82,2,-1,1,2,2,2,1,3,3,81,42,81,79,80,2,2,2,1,1,2,2,2,1,1,3,3,50,21,98,97,100,2,0,2,2,1,2,2,2,2,"Yes, I could see and hear the ad",2,1,-1.25911951065063,3,3,89,90,50,1,1,2,1,1,1,2,2,1,1,0,3,1,"Trans-Equality",1,0,-0.0752499848604202,1,"",10,10,10,15,"No",0,39,"june20_133","june20_314",1.10899114608765,0,1.65695403162985,1.57158890300053,1.67019645488282,1.42546798943385,0.687477102869628,1.73578132937885,1.68050090672326,1.94982967211306,1.57258540451712,2,3,3,3,3,0.0538084277202204,0.949391397861989,2.17747084047353,1.87341669967993,1.74303547352424,TRUE,0.96620654457662,1.93241308915324
"66744",57858,55,"D","African American",0,1,0,0,1,1,1,1,0,1,1,1,-1,0,1,1,0,-1,1,88,71,71,62,71,0,1,1,1,0,3,0.290847271680832,"",3,2,90,80,80,-1,-1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,0.321109890937805,0,"In Favor",NA,NA,NA,3,"No",1,47,"june20_13328","june20_161",0.290847271680832,0,0.682883111258999,NA,NA,NA,0.665351766577969,0.587244449292554,NA,NA,NA,1,2.5,NA,NA,NA,0.0805928685064935,-0.374804201368527,NA,NA,NA,FALSE,0.286120869572463,-0.572241739144926
"66745",43826,27,"D","Caucasian",1,0,1,0,0,0,0,1,0,2,-2,-1,-1,-2,-1,-1,-1,0,-1,58,54,18,30,93,0,2,1,1,0,2,-0.626731395721436,"",2,1,53,32,41,-2,-2,1,-1,-1,-1,1,2,2,83,84,92,100,100,-1,-1,-1,-1,1,0,-1,1,1,1,2,2,50,70,55,98,98,-2,-2,-1,-2,1,-1,-1,1,1,"Yes, I could see and hear the ad",1,1,0.594368696212769,1,1,76,66,50,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,3,0,"Recycling",1,0,0.974982619285583,0,"In Favor",NA,NA,NA,1,"No",0,49,"june20_1342","june20_65",-0.626731395721436,0,-0.568732467721957,0.210953778492706,-0.0836965403604056,-0.279071252654925,-1.22494804366671,-0.746630289683945,0.362244454378135,0.022559738256429,-0.239438425470691,0,1.5,2,2,1,-0.907034542535251,-1.30883732249572,-0.255922141600065,-1.22389686690383,-0.206026197278334,FALSE,0.0124012737146648,-0.0248025474293296
"66747",40970,38,"N","Hispanic",1,0,0,1,1,1,0,0,0,2,0,2,-2,-2,0,0,0,0,0,70,50,50,80,80,0,2,1,0,0,2,-0.468142867088318,"",3,0,82,50,82,-2,-2,0,-2,0,0,1,0,0,70,50,21,84,100,-2,-2,-1,-2,-2,-1,-1,0,-1,1,0,0,75,50,50,30,81,-2,-2,0,-2,0,-1,-1,-1,-1,"Yes, I could see and hear the ad",-3,1,0.372534215450287,0,-1,50,29,50,-2,-2,-2,-2,-1,-1,-1,-1,-2,1,1,2,1,"Trans-Equality",1,0,0.55418062210083,1,"",NA,NA,NA,20,"No",0,31,"june20_13437","june20_273",-0.475218236446381,1,-0.419698379498732,-1.2825969010457,-0.526020244962052,-1.25092992462847,-0.0845401336505679,-0.546226798462832,-1.09981833135576,-0.562767400783664,-1.35147067499327,1,1.5,0,0,-0.5,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,FALSE,-0.153619178340446,-0.307238356680893
"66748",48724,43,"D","African American",1,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,-3,50,50,50,50,50,0,3,1,1,0,3,-0.327333718538284,"",3,3,100,100,50,1,1,1,0,0,1,1,3,3,100,50,100,53,100,0,0,1,0,2,1,0,0,0,1,2,2,100,50,100,0,100,0,0,0,0,1,1,0,0,0,"",0,1,-0.121957294642925,2,3,50,100,50,1,-1,1,1,2,1,0,0,0,1,0,2,0,"Trans-Equality",1,0,-6.6307687118794e-10,1,"",10,10,10,20,"No",1,19,"june20_13449","june20_260",-0.928533852100372,0,0.953209545028137,1.23058940272017,0.780872420598225,1.10397000480232,-0.0845401336505679,0.76677878936158,0.893702640446696,0.655785598927018,0.898744752575707,1,3,3,2,2.5,0.547622133241092,1.49326204088585,0.660618186367629,0.633712229251738,1.11039489816048,TRUE,1.17013735904701,2.34027471809401
"66753",20360,23,"D","African American",0,1,0,0,1,1,1,1,0,0,0,2,-2,2,-2,-2,-2,2,-3,100,0,0,100,100,0,3,1,1,0,2,-1.37868058681488,"",0,0,100,50,100,-1,-1,-1,-1,-1,-1,1,-3,-3,50,0,0,0,50,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,50,50,0,0,50,-2,-2,-2,-2,-2,-1,-2,-1,-2,"Yes, I could see and hear the ad",-3,1,0.325077027082443,-3,-3,50,0,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,3,1,"Recycling",1,0,-0.801603555679321,0,"In Favor",NA,NA,NA,4,"No",0,31,"june20_13488","june20_19",-1.37868058681488,0,-1.07464997034378,-2.55243086488697,-1.94791068521983,-2.37110199338808,-2.20418503402838,-0.947691311140889,-1.99120422753542,-1.76521164505784,-2.1441503015595,0,0,-3,-2,-3,0.601191014813639,-0.374804201368527,-1.17246246956776,-1.22389686690383,-1.18055703267962,FALSE,0.696294703254345,-1.39258940650869
